n	E	N	huitante	octante	quatre-vingts	cougner	biquer	courber	gatter	sécher	schwentzer	Un.traclet	Un.regio	Un.RER	Un.omnibus	Le.dur	Le maire	Le président	Le syndic	ruper	casser.la.croûte	manger.un.morceau	grailler	luncher	bouffer	Des.grolles	Des.godasses	Des.tricounis	Des.souliers	Des.godillots	Des.pompes	Tschüss	Adieu	Adjeu	Tout.de.bon	Tchô	Tchô.bonne	Ciao	pougner	frouiller	mascogner	copier	X.s.chinder	astiquer	poutzer	faire.les.à.fonds	faire.le.ménage	réduire	Une.torrée	Une.brisolée	Un.pique.nique	Une.canette	Une.chope	Une.cinq	Une.grande.bière	Une.pinte	Un.lycée	Un.collège	Un.gymnase	Une.braillée	Une.beuglée	Une.bramée	Une.bouellée	Piosser	Niaucher.Niauquer	Chouiner.Wouiner	Piomer	Chialer	Piauner	Grincher	Une.cramine	Une.fricasse	Un.cru	La.rebuse	Le.régent	Le.prof	Le.raitet	L.enseignant	Le.maître	Baboler	Barjaquer	Batoiller	Baidger	Causer	Elle.beutche	Elle.flambe	Elle.crame	Elle.chupie	Des.planelles	Des.catelles	Des.carrons	Je.ne.pouvais.plus.dire.papet	Je.me.suis.foutu.une.mine	J.étais.sur.Soleure	Je.me.suis.mis.sur.le.toit	Je.me.suis.ramassé.une.chiée.une.cuite	Je.me.suis.pris.une.tuée	Je.me.voyais.plus.les.mains	Papi.et.mami	Papa.et.maman	Père.et.mère	Le..vatr..et.la..mutr.	Le..pater..et.la.mère	Le.père.et.la.mère	Le.croûtion	Le.crotchon	Le.croûton	Le.trognon	Une.tétine	Une.lolette	Un.nouki	Une.raclée	Une.tapée	Une.chiée	Une.pétée	Une.peufnée	Une..é.péclée	Une.brontsée	Une.masse	Une.craquée	Un.matson	Une.bricole	Un.chouia	Une.tchette	Une.bedoume	Un.bobet	Un.boeuf	Un.niolu	Un.tocson	Un.topiot	Un.toyet	Un.dadet	J.arrive.incessamment.sous.peu	J.arrive.immédiatement	J.arrive.tout.soudain	J.arrive.dans.5	J.arrive	Gniaffer	Gifler	Baffer	Un.cheni	Un.commerce	Des.babioles	Un.petchi	Blètse	Biètse	Plètse	Tacon	De.la.réclame	Des.prospectus	De.la.publicité	De.la.pub	Des.tous.ménages	Foutimasser	Pétouiller	Faratzer	Glander	Baster	Bâcher	Capion	Sarcloir	Piochette	Piochard	Longeole	Boule.de.Bâle	Cervelas	Boutefas	Schublig	Wienerli	Un.dicastère	Un.département	Une.section	Un.ministère	Une.direction	Le.téléjournal	Le.TJ	Le.journal.télévisé	Le.JT	Les.nouvelles	Les.news	Les.infos
Signy-Avenex	1	505	138	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Sion	277	593	118	249	0	26	2	0	124	2	234	1	5	242	12	35	1	10	249	18	61	112	188	123	12	138	84	231	12	127	51	134	63	49	127	60	132	122	148	261	3	2	104	9	77	266	58	170	6	17	29	268	20	268	2	25	23	17	269	11	247	136	13	36	2	15	124	1	268	4	9	128	236	20	0	10	253	0	88	108	1	179	120	3	177	0	121	271	3	10	271	3	4	198	23	88	164	190	157	39	225	24	0	0	80	2	256	27	26	68	244	13	17	46	240	213	1	22	2	41	105	0	135	242	2	61	243	4	72	164	20	39	123	105	16	61	119	134	2	233	203	247	21	48	103	72	5	13	231	112	102	83	244	55	22	66	3	247	173	125	196	35	57	6	1	8	253	7	21	62	55	122	46	5	67	196	61	29	53	109	21	88
Siviriez	23	559	167	23	0	0	0	0	11	0	16	6	0	22	1	4	0	0	0	23	14	8	18	9	0	10	1	22	3	10	1	8	9	7	8	0	11	10	8	23	0	0	3	2	3	23	8	9	1	0	0	23	14	12	0	2	1	1	19	6	22	5	0	12	0	18	6	0	21	3	1	22	8	0	0	4	21	0	6	7	0	7	21	0	10	0	7	23	7	2	23	0	3	17	2	9	18	5	16	5	18	1	0	0	2	2	10	3	10	3	23	0	1	5	21	17	0	5	0	1	12	1	9	17	10	5	22	0	7	0	5	19	11	4	0	7	11	9	1	16	14	20	7	3	7	12	0	1	18	12	6	4	20	9	3	4	0	20	11	12	1	15	7	1	0	0	17	0	6	5	7	4	7	0	3	15	3	2	2	7	0	5
Sonceboz-Sombeval	2	580	227	0	0	2	0	0	0	0	2	0	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	1	0	2	1	1	0	0	0	2	0	1	1	0	0	0	0	2	2	1	0	1	0	0	1	0	2	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	2	2	0	1	0	0	2	0	0	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	2	1	0	0	0	1	0	1	2	0	0	2	2	0	1	0	0	0	0	0	1	2	1	2	0	1	2	0	0	2	0	0	1	2	2	1	0	0	1	0	1	0	2	0	2	0	1	0	1	0	0	2	0	0	2	1	0	0	0	1	2	0	0	0	2	0	0
Sonvilier	6	563	219	0	0	6	0	0	0	0	4	4	1	3	0	3	0	6	0	0	1	2	4	0	0	4	1	5	0	0	0	2	1	0	0	0	5	1	4	2	0	0	1	5	0	6	0	2	0	3	0	4	0	2	1	3	0	1	0	5	6	0	0	2	0	0	1	0	6	0	0	1	5	0	0	0	6	0	0	1	0	3	0	0	5	4	0	4	0	1	6	0	0	4	0	0	4	3	2	0	5	0	0	0	2	0	2	3	3	0	6	1	0	1	6	4	2	0	0	2	2	0	0	6	0	0	6	2	0	0	0	1	0	0	1	0	5	0	1	1	5	5	1	0	1	1	0	3	4	4	1	0	3	2	0	2	0	5	0	6	0	1	4	1	0	0	6	0	0	1	2	1	2	0	2	3	2	0	0	2	0	0
Soral	8	492	111	1	0	7	0	0	2	3	8	0	0	6	2	1	0	8	0	0	2	5	6	4	1	8	6	6	0	5	1	8	3	2	1	2	5	1	7	3	1	8	5	0	4	8	2	7	1	0	0	8	8	4	0	5	3	0	8	0	7	7	0	0	0	0	5	0	8	0	2	1	6	3	0	1	8	0	3	6	0	6	0	0	8	0	7	8	0	0	8	0	1	7	0	3	7	0	3	0	8	0	0	0	1	0	6	1	2	4	7	0	1	2	8	7	0	0	0	3	1	0	7	8	0	0	8	1	4	0	2	3	5	3	1	1	1	6	0	7	8	8	0	3	4	4	0	0	2	2	2	5	8	4	0	2	0	8	2	4	0	6	3	0	7	0	8	0	3	0	0	4	0	0	3	6	2	2	3	1	0	4
Sorens	11	571	169	11	0	0	0	0	2	0	9	3	1	6	7	1	0	0	0	11	7	5	6	4	0	4	2	9	2	5	0	5	1	2	5	1	5	8	3	10	0	0	2	1	1	11	2	6	1	0	0	11	9	3	0	1	1	0	11	0	9	2	0	7	0	8	2	0	11	5	0	9	5	3	0	3	8	0	3	3	0	6	9	0	6	0	3	11	5	1	11	0	2	6	1	4	7	1	8	1	11	1	0	0	2	1	0	1	9	3	11	0	0	1	10	9	0	2	0	2	6	0	4	9	6	3	8	0	5	0	1	9	5	3	2	1	8	2	2	10	7	9	4	1	7	6	0	0	8	4	2	2	8	4	0	6	1	9	2	9	0	8	3	0	0	0	9	0	4	1	5	2	1	0	4	8	0	1	3	5	0	2
Sorvilier	3	590	232	0	0	3	0	1	0	0	2	1	0	2	0	1	1	3	0	0	0	1	1	0	0	3	2	3	0	1	2	1	1	1	1	1	1	1	1	1	0	0	0	3	0	3	1	2	0	0	0	3	0	1	2	2	0	0	0	3	2	1	0	2	0	0	1	0	3	0	0	1	3	1	0	0	2	2	0	0	0	3	0	0	2	3	1	2	0	1	3	0	0	2	1	0	2	2	2	0	1	0	0	0	2	0	1	1	1	0	1	2	0	2	3	3	3	0	0	0	2	0	0	3	0	0	3	2	3	0	0	0	2	1	0	0	2	3	3	1	1	2	1	1	1	1	0	1	3	2	1	0	2	1	0	2	0	2	1	3	0	3	0	0	0	0	2	0	0	2	3	0	0	0	0	1	1	0	0	2	0	1
Soubey	2	571	240	0	0	2	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	2	0	1	0	2	0	1	0	1	1	0	0	2	0	0	1	0	2	0	0	0	2	0	0	0	1	1	1	1	0	2	0	0	1	1	0	1	0	2	0	0	0	1	0	0	1	1	2	0	2	0	0	0	0	0	0	1	1	1	1	2	0	1	1	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	1	2	1	1	1	1	1	0	0	0	2	1	1	0	1	1	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	0	1	0	1
Soyhières	12	595	249	0	0	12	0	5	0	0	10	1	0	11	0	1	0	11	0	1	0	5	8	3	0	6	2	11	0	9	3	7	7	5	2	5	7	1	12	0	0	0	5	12	1	12	0	11	1	0	1	12	1	6	9	5	1	12	0	0	10	6	0	10	0	1	4	0	12	1	2	1	10	1	1	0	12	1	6	4	0	3	0	2	11	10	3	10	0	11	1	0	0	11	3	3	11	6	6	2	9	1	0	0	4	0	2	7	4	0	6	10	2	10	12	12	3	0	0	3	6	0	1	12	0	1	12	1	2	0	1	1	7	2	0	0	2	10	8	12	10	12	5	4	6	0	0	12	7	7	3	3	12	3	0	4	0	11	0	11	0	4	8	1	0	0	10	0	1	10	2	4	2	0	4	9	5	0	1	7	1	2
Suchy	5	536	175	5	0	0	0	0	4	0	5	0	0	5	0	1	0	0	0	5	4	2	3	0	1	3	3	5	0	1	1	2	2	3	0	4	2	1	2	5	1	0	1	1	1	4	1	5	0	1	1	5	0	4	0	1	1	0	0	5	3	1	0	5	0	1	1	0	5	0	0	5	1	0	0	1	5	0	1	1	0	2	5	0	2	0	1	5	0	2	5	0	1	5	1	2	2	1	1	1	4	0	0	0	0	0	5	0	1	0	4	1	0	2	5	3	0	2	0	0	2	0	3	5	0	3	5	0	1	0	4	5	1	2	0	3	4	0	0	3	4	4	0	0	1	4	0	1	0	2	1	1	4	3	2	2	0	4	0	5	0	3	2	0	0	0	3	2	2	3	2	2	1	0	0	4	3	0	0	1	0	2
Sullens	12	533	161	11	0	1	0	0	11	0	7	0	1	10	1	2	0	0	0	12	8	3	6	6	0	6	0	11	0	6	2	9	1	7	0	5	8	7	1	9	1	0	5	1	3	12	3	5	0	1	0	11	0	12	0	1	1	0	0	12	11	4	1	6	1	0	3	0	12	0	1	8	5	1	0	1	11	0	3	4	0	1	9	0	11	0	5	12	0	0	11	1	0	7	1	5	9	4	6	0	11	0	0	0	4	0	12	0	0	0	12	0	0	3	12	10	0	2	0	1	4	0	8	9	0	7	12	0	3	0	8	6	7	4	0	5	10	3	1	9	9	12	8	2	4	6	1	1	8	9	3	4	8	5	6	0	0	9	3	9	0	5	7	1	0	0	10	4	1	3	5	4	1	0	2	5	4	0	2	5	0	2
Surpierre	8	555	176	8	0	0	0	0	2	0	7	0	0	7	4	0	0	0	0	8	5	1	4	1	0	5	1	8	0	3	2	3	3	2	2	0	5	4	4	6	0	0	6	0	0	8	1	5	1	0	0	8	3	8	0	0	1	0	2	8	8	2	0	3	0	6	2	0	8	0	0	6	3	1	0	3	7	0	2	2	0	2	7	0	7	0	3	8	1	0	8	0	2	7	0	4	6	1	5	1	7	0	0	0	3	0	4	1	7	2	6	0	2	1	7	7	0	1	0	0	8	0	5	8	1	8	8	0	2	0	5	8	3	1	0	3	7	5	0	7	6	8	2	2	1	1	1	0	5	6	2	3	5	4	0	4	0	8	0	7	1	2	5	0	0	0	8	0	4	2	2	0	1	1	4	7	0	2	3	6	0	3
Suscévaz	1	534	180	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0
Syens	2	549	166	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	2	0	1	1	0	0	0	0	0	1	0	2	1	0	0	1	0	1	2	0	1	0	0	0	2	0	2	0	0	0	0	0	2	1	1	0	0	0	1	0	0	2	0	0	0	1	2	0	0	2	0	0	0	0	0	1	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	2	0	0	0	1	0	1	1	2	0	0	1	0	2	0	1	0	2	0	0	0	0	1	0	1	1	0	1	0	0	1	1	2	0	0	0	0	0
Tafers	1	583	185	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
Tannay	8	503	129	5	0	3	0	0	3	0	8	0	0	7	0	1	0	0	0	8	1	2	2	3	0	3	3	6	0	0	1	2	1	1	1	1	3	1	4	4	0	2	3	0	2	7	0	3	0	0	1	8	3	6	1	1	1	0	1	7	4	5	0	1	0	0	2	0	8	0	0	2	7	1	0	0	8	0	1	2	0	3	1	0	5	0	5	7	0	0	8	0	0	6	0	2	6	0	3	1	8	0	0	0	0	1	3	6	3	2	8	0	0	1	6	7	0	2	0	2	2	0	4	6	0	0	6	0	1	1	1	1	4	2	0	1	3	4	0	6	6	7	1	2	1	1	0	2	4	4	1	2	6	2	0	2	0	7	2	8	1	2	5	0	0	0	8	0	1	0	1	3	3	0	1	4	2	0	1	4	1	1
Tartegnin	3	514	147	3	0	0	0	0	2	0	3	0	0	3	1	0	0	0	0	3	2	2	3	2	0	2	2	3	0	1	1	2	2	2	1	1	2	2	1	3	0	0	1	0	2	3	2	3	0	0	1	2	0	3	0	1	1	0	0	3	3	3	0	3	0	0	2	0	3	0	0	3	2	0	0	0	3	0	1	1	0	0	3	0	3	0	3	3	0	1	3	0	0	2	0	1	2	1	2	0	3	0	0	0	1	0	3	1	1	2	2	0	0	0	3	3	0	0	0	2	2	0	3	3	0	3	3	0	2	0	3	2	2	2	1	1	2	2	1	2	3	2	1	2	2	0	0	2	1	2	2	1	2	3	3	0	0	2	1	2	0	3	0	0	0	0	3	0	2	0	2	1	1	0	0	3	1	1	1	2	0	1
Täuffelen	1	582	214	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0
Tavannes	45	578	230	1	0	44	0	4	7	1	37	16	1	39	2	10	3	42	0	3	4	18	30	4	1	28	15	40	1	25	5	21	26	11	4	7	23	14	24	9	0	0	10	45	8	43	7	26	1	15	0	38	2	30	6	29	7	7	1	43	39	23	1	23	0	1	25	0	43	1	4	15	37	6	0	2	40	7	9	17	0	25	1	1	37	31	16	42	0	9	41	0	0	30	14	4	37	14	20	8	25	4	0	0	11	0	4	31	18	5	35	35	2	15	40	33	22	1	0	6	24	0	7	44	0	8	42	25	17	0	0	6	12	13	2	4	29	20	24	28	35	36	14	8	14	3	0	27	26	21	12	6	37	12	4	14	1	40	7	37	1	16	16	12	0	1	39	0	4	37	23	12	3	1	8	25	14	3	12	25	6	18
Tévenon	4	540	189	4	0	0	0	0	3	0	2	0	3	3	0	0	0	0	0	4	3	1	2	2	0	2	1	3	1	2	4	1	1	4	0	3	2	2	0	3	2	0	1	1	2	3	2	0	0	0	1	3	0	4	0	0	0	0	1	4	4	1	2	3	0	2	1	0	4	0	0	4	2	0	0	3	2	0	1	1	0	4	3	0	1	0	2	4	0	2	4	0	1	2	2	0	2	2	4	0	4	0	0	0	1	1	2	1	1	1	3	0	1	1	4	4	0	4	0	0	2	0	4	3	0	4	4	0	2	0	3	2	3	3	0	3	1	1	1	2	2	4	1	1	3	1	1	0	3	3	0	0	3	0	3	2	0	2	4	1	0	3	1	1	0	0	1	2	1	1	2	0	2	0	0	3	1	1	0	2	0	1
Thônex	70	505	118	7	0	63	0	0	7	39	54	1	5	52	20	9	0	67	0	3	9	36	43	40	10	41	44	57	1	25	9	48	17	25	4	14	49	14	29	11	3	44	44	1	31	58	14	53	3	2	1	69	52	40	0	12	23	0	67	3	49	40	2	14	0	4	46	0	66	3	8	19	48	14	0	0	63	0	29	33	4	34	12	0	56	1	40	67	0	3	67	0	2	47	5	16	46	7	23	4	63	6	0	0	14	1	36	25	30	35	60	7	2	22	66	56	3	9	1	18	10	1	34	68	0	9	62	5	28	2	3	12	40	42	5	5	26	41	2	58	62	66	5	11	35	29	8	7	19	22	31	26	67	12	16	21	1	59	34	35	1	38	29	6	18	9	57	2	20	10	18	27	18	0	10	40	16	7	18	30	6	33
Tolochenaz	6	526	151	6	0	0	0	0	6	0	4	0	0	6	2	0	0	0	0	6	3	2	2	4	0	2	2	6	0	0	1	2	2	3	1	0	3	2	3	5	0	0	1	0	1	5	2	2	1	0	1	5	0	5	0	0	1	0	0	6	6	1	0	1	0	0	4	0	5	0	2	5	0	3	0	0	5	0	0	2	0	1	6	0	4	0	2	6	0	0	6	0	1	6	0	1	3	2	3	0	6	0	0	0	0	0	6	0	1	1	4	1	0	1	6	5	0	4	0	1	1	0	3	6	0	3	6	0	3	0	4	4	3	0	0	0	6	2	0	3	5	6	2	0	2	4	1	0	4	3	2	1	6	1	2	1	0	5	0	6	0	3	2	1	0	0	4	1	0	2	1	3	0	0	2	4	1	0	2	1	0	1
Torny	4	563	180	4	0	0	0	0	0	0	3	1	0	3	0	1	0	0	0	4	3	0	2	1	0	3	1	4	0	2	2	1	4	2	1	0	2	2	2	4	0	0	0	1	1	4	2	2	1	0	0	4	3	3	0	1	0	0	4	1	4	1	0	4	0	3	1	0	4	2	1	4	2	1	0	1	2	0	2	3	0	4	3	0	3	0	1	4	1	2	3	0	1	3	0	2	4	1	4	1	3	0	0	0	1	0	0	1	3	1	4	0	1	0	4	4	0	2	0	0	4	0	3	4	1	3	4	0	1	0	0	3	3	1	0	1	0	3	0	3	4	4	2	0	3	4	0	0	4	3	1	1	4	2	1	3	0	4	1	4	0	3	1	0	0	0	3	0	2	3	1	0	1	0	2	3	0	0	0	4	0	1
Tramelan	71	573	230	2	0	69	0	3	6	0	51	35	5	62	2	13	1	65	1	3	10	32	39	10	2	49	22	68	0	38	8	35	35	22	4	11	42	15	39	21	0	0	29	69	14	69	10	39	2	40	0	58	5	47	9	37	18	4	3	67	65	23	0	30	0	2	24	0	71	1	6	22	65	7	0	0	67	12	20	28	0	36	3	0	65	52	27	64	0	14	70	2	2	47	14	9	61	14	21	9	45	4	0	0	23	0	13	30	44	11	63	30	3	23	65	51	39	3	0	8	35	0	16	68	0	4	67	36	23	0	2	3	29	18	6	1	43	40	29	47	55	64	28	8	22	4	0	23	61	39	20	16	55	20	0	26	0	65	8	64	0	33	29	14	0	1	65	0	8	50	23	27	14	0	18	43	16	6	11	31	3	25
Trélex	13	505	141	10	0	3	0	0	7	2	10	0	2	12	1	2	0	0	0	13	9	5	7	10	0	4	5	12	0	4	2	9	2	4	2	4	7	5	10	12	2	0	6	1	3	12	3	9	0	0	0	13	1	11	0	1	4	0	0	13	12	6	1	4	0	0	8	0	12	0	2	6	6	2	0	1	12	0	4	6	0	3	8	0	12	0	5	13	0	0	13	0	0	9	0	2	7	3	5	0	11	2	0	0	5	0	12	2	3	4	13	1	3	2	12	10	0	1	0	2	4	0	9	13	0	5	13	0	3	0	3	5	10	5	0	3	11	3	0	13	10	12	3	2	8	4	0	0	8	6	5	6	12	9	4	2	0	13	5	9	1	4	6	0	1	0	13	1	5	2	8	4	1	0	0	7	5	1	5	7	2	4
Trey	2	561	180	2	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	2	1	0	0	2	0	0	0	0	2	0	0	2	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	2	0	1	2	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	2	0	1	0	2	0	1	2	2	2	0	1	0	0	1	0	1	1	0	2	2	0	2	0	1	2	2	0	0	1	1	1	0	2	2	2	2	0	2	1	0	0	2	1	0	0	2	1	2	0	0	1	0	2	0	2	0	0	0	0	2	1	1	0	2	0	0	0	0	2	1	0	0	1	0	0
Treycovagnes	3	537	181	3	0	0	0	0	2	0	1	0	0	2	2	0	0	0	0	2	2	1	2	2	0	2	1	3	0	2	0	1	0	1	1	1	1	2	0	2	1	0	3	0	1	3	1	1	0	0	1	2	1	3	0	0	1	0	1	2	2	1	1	1	0	1	2	0	2	0	0	2	1	2	0	0	2	0	0	3	0	2	1	0	3	0	2	3	0	1	2	0	0	2	0	1	3	0	2	0	2	0	0	0	2	0	2	2	0	1	3	0	0	1	2	3	0	1	0	0	0	0	2	2	0	2	2	0	0	0	2	2	2	0	1	0	0	3	2	2	2	2	3	0	0	3	0	0	0	2	0	0	2	0	0	0	0	3	1	2	0	1	2	0	0	0	3	0	1	1	0	0	1	0	2	2	0	1	1	0	0	0
Treyvaux	38	577	175	38	0	0	0	0	15	0	28	14	2	29	11	2	0	1	0	37	25	6	20	6	0	12	3	36	3	20	8	8	11	8	20	6	20	19	17	36	2	0	12	3	6	38	5	19	2	0	1	38	34	5	0	3	3	0	36	1	32	4	0	22	0	31	6	0	35	4	2	36	15	5	0	2	33	0	12	16	0	8	30	0	17	0	14	34	14	3	36	0	6	26	4	13	20	6	27	16	24	1	0	0	10	2	7	5	21	7	32	2	1	4	35	29	0	9	0	4	20	0	10	29	20	11	34	0	14	0	4	28	12	12	0	14	16	17	3	30	21	31	14	4	11	25	0	3	23	21	8	7	33	7	3	12	0	31	12	27	3	13	21	2	1	0	34	1	11	11	15	13	4	1	6	29	5	1	4	19	0	5
Trient	2	566	101	2	0	0	0	0	2	0	1	0	0	2	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	2	0	0	1	0	0	2	0	1	0	0	0	2	1	2	0	1	0	0	2	0	1	0	0	1	0	0	2	0	1	0	0	1	1	0	0	0	2	0	1	1	0	1	1	0	1	0	1	2	0	0	2	0	0	2	0	1	2	1	1	0	2	0	0	0	0	0	2	0	0	1	2	0	0	1	2	2	0	0	0	1	1	0	2	2	0	0	2	0	1	1	1	1	1	1	0	0	1	2	0	1	2	2	0	0	1	0	0	0	2	1	0	1	2	1	1	1	0	2	1	1	2	0	0	0	0	0	2	0	1	1	1	0	0	0	1	2	0	0	1	2	0	2
Troinex	22	500	113	4	0	18	0	0	2	12	16	0	2	16	8	1	1	20	0	2	5	12	10	15	1	11	11	21	0	5	5	12	5	7	2	4	9	4	13	3	0	6	16	2	6	15	2	14	1	0	1	21	18	5	0	6	1	0	21	2	13	16	1	4	0	2	10	0	22	0	2	4	17	3	1	1	22	0	9	5	0	11	4	0	17	0	7	21	0	1	22	0	1	19	1	5	13	3	8	1	20	4	0	0	4	2	16	7	11	11	19	0	3	3	19	13	0	3	0	8	5	0	9	21	0	5	21	0	9	0	3	5	15	9	2	4	9	15	0	19	18	21	1	7	8	7	0	5	7	8	7	6	21	5	3	4	0	21	4	16	3	10	7	1	4	1	20	1	7	2	3	10	1	0	4	11	5	3	5	13	2	13
Troistorrents	31	555	121	28	1	2	0	0	17	0	25	1	1	27	1	4	0	2	28	1	13	16	18	15	2	16	8	25	4	15	6	15	5	10	12	4	13	16	14	30	1	0	14	1	7	29	12	23	1	0	4	29	2	29	0	6	2	0	28	6	25	10	2	12	0	4	16	0	30	0	0	21	25	2	0	2	29	0	13	14	0	19	13	0	16	0	14	31	0	2	31	0	1	20	2	15	18	16	16	1	27	5	0	0	6	7	21	5	5	7	29	2	0	4	29	24	1	2	0	4	14	3	19	27	0	14	25	1	8	4	5	4	18	8	2	12	23	13	0	28	17	28	6	4	13	17	1	0	19	11	6	5	27	10	5	11	1	27	17	19	12	9	9	6	0	1	30	0	5	10	10	10	7	0	5	25	7	2	7	10	2	7
Twann-Tüscherz	1	579	216	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0
Ursins	2	541	176	2	0	0	0	0	2	0	2	0	1	2	0	1	0	0	0	2	2	0	1	0	0	1	0	2	0	1	0	0	1	1	2	2	1	2	1	2	0	0	1	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	2	1	0	0	2	0	0	1	0	2	0	0	2	1	0	0	0	2	0	1	1	0	2	2	0	2	0	1	2	0	2	2	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	1	2	2	0	0	0	1	2	0	2	2	0	2	2	0	2	0	2	2	1	1	0	2	0	1	0	2	2	2	2	0	1	2	0	0	0	0	0	1	2	0	2	1	0	1	0	2	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	1	2	0	1	1	0	1
